parcel_id,municipality,land_area_m2,zoning_or_land_use,assessment_class,has_residential_use,source_ref,quality_tier,notes
lotcon-119,municipality-1,810539.82,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=24; legal=LOT 27, CON 24; linkage=none"
lotcon-120,municipality-1,993751.18,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=24; legal=LOT 26, CON 24; linkage=none"
lotcon-121,municipality-1,863469.39,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 25; concession=24; legal=LOT 25, CON 24; linkage=none"
lotcon-122,municipality-1,818380.69,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 24; concession=24; legal=LOT 24, CON 24; linkage=none"
lotcon-123,municipality-1,831123.21,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=24; legal=LOT 23, CON 24; linkage=none"
lotcon-124,municipality-1,845973.97,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 22; concession=24; legal=LOT 22, CON 24; linkage=none"
lotcon-125,municipality-1,895766.72,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 21; concession=24; legal=LOT 21, CON 24; linkage=none"
lotcon-126,municipality-1,843934.00,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 20; concession=24; legal=LOT 20, CON 24; linkage=none"
lotcon-127,municipality-1,830976.40,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 19; concession=24; legal=LOT 19, CON 24; linkage=none"
lotcon-128,municipality-1,814323.23,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=24; legal=LOT 18, CON 24; linkage=none"
lotcon-129,municipality-1,820377.22,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 17; concession=24; legal=LOT 17, CON 24; linkage=none"
lotcon-130,municipality-1,840871.03,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 16; concession=24; legal=LOT 16, CON 24; linkage=none"
lotcon-131,municipality-1,1355330.17,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=GEORGIAN RANGE; legal=LOT 5, CON GEORGIAN RANGE; linkage=none"
lotcon-132,municipality-1,866823.34,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 15; concession=24; legal=LOT 15, CON 24; linkage=none"
lotcon-133,municipality-1,833816.25,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=24; legal=LOT 14, CON 24; linkage=none"
lotcon-134,municipality-1,886164.82,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 8; concession=JONES RANGE; legal=LOT 8, CON JONES RANGE; linkage=none"
lotcon-135,municipality-1,819163.05,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=24; legal=LOT 13, CON 24; linkage=none"
lotcon-136,municipality-1,639007.55,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=24; legal=LOT 12, CON 24; linkage=none"
lotcon-137,municipality-1,816616.69,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 7; concession=JONES RANGE; legal=LOT 7, CON JONES RANGE; linkage=none"
lotcon-138,municipality-1,1150205.53,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 6; concession=GEORGIAN RANGE; legal=LOT 6, CON GEORGIAN RANGE; linkage=none"
lotcon-139,municipality-1,788958.06,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 45; concession=23; legal=LOT 45, CON 23; linkage=none"
lotcon-140,municipality-1,835132.92,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 44; concession=23; legal=LOT 44, CON 23; linkage=none"
lotcon-141,municipality-1,346573.07,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=24; legal=LOT 11, CON 24; linkage=none"
lotcon-142,municipality-1,791456.48,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 43; concession=23; legal=LOT 43, CON 23; linkage=none"
lotcon-143,municipality-1,773029.05,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 42; concession=23; legal=LOT 42, CON 23; linkage=none"
lotcon-144,municipality-1,871153.23,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 41; concession=23; legal=LOT 41, CON 23; linkage=none"
lotcon-145,municipality-1,880328.42,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 40; concession=23; legal=LOT 40, CON 23; linkage=none"
lotcon-146,municipality-1,821592.25,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 39; concession=23; legal=LOT 39, CON 23; linkage=none"
lotcon-147,municipality-1,823453.04,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 38; concession=23; legal=LOT 38, CON 23; linkage=none"
lotcon-148,municipality-1,822844.96,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 37; concession=23; legal=LOT 37, CON 23; linkage=none"
lotcon-149,municipality-1,867619.03,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 6; concession=JONES RANGE; legal=LOT 6, CON JONES RANGE; linkage=none"
lotcon-150,municipality-1,843791.48,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 36; concession=23; legal=LOT 36, CON 23; linkage=none"
lotcon-151,municipality-1,847257.28,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 35; concession=23; legal=LOT 35, CON 23; linkage=none"
lotcon-152,municipality-1,827798.50,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 34; concession=23; legal=LOT 34, CON 23; linkage=none"
lotcon-153,municipality-1,844447.10,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 33; concession=23; legal=LOT 33, CON 23; linkage=none"
lotcon-154,municipality-1,822796.79,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 32; concession=23; legal=LOT 32, CON 23; linkage=none"
lotcon-155,municipality-1,846562.13,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 31; concession=23; legal=LOT 31, CON 23; linkage=none"
lotcon-156,municipality-1,848716.61,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 30; concession=23; legal=LOT 30, CON 23; linkage=none"
lotcon-157,municipality-1,839599.34,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 29; concession=23; legal=LOT 29, CON 23; linkage=none"
lotcon-158,municipality-1,822001.70,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=23; legal=LOT 28, CON 23; linkage=none"
lotcon-159,municipality-1,823368.41,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=23; legal=LOT 27, CON 23; linkage=none"
lotcon-160,municipality-1,968389.40,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=23; legal=LOT 26, CON 23; linkage=none"
lotcon-161,municipality-1,858030.09,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 25; concession=23; legal=LOT 25, CON 23; linkage=none"
lotcon-162,municipality-1,1195913.50,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 7; concession=GEORGIAN RANGE; legal=LOT 7, CON GEORGIAN RANGE; linkage=none"
lotcon-163,municipality-1,811936.42,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=23; legal=LOT 23, CON 23; linkage=none"
lotcon-164,municipality-1,837160.90,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 22; concession=23; legal=LOT 22, CON 23; linkage=none"
lotcon-165,municipality-1,919414.44,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 21; concession=23; legal=LOT 21, CON 23; linkage=none"
lotcon-166,municipality-1,865794.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 20; concession=23; legal=LOT 20, CON 23; linkage=none"
lotcon-167,municipality-1,839123.97,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 19; concession=23; legal=LOT 19, CON 23; linkage=none"
lotcon-168,municipality-1,860941.27,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=JONES RANGE; legal=LOT 5, CON JONES RANGE; linkage=none"
lotcon-169,municipality-1,866341.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=23; legal=LOT 18, CON 23; linkage=none"
lotcon-170,municipality-1,828660.38,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 17; concession=23; legal=LOT 17, CON 23; linkage=none"
lotcon-171,municipality-1,839530.97,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 16; concession=23; legal=LOT 16, CON 23; linkage=none"
lotcon-172,municipality-1,1747880.68,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 15; concession=22; legal=LOT 15, CON 22; linkage=none"
lotcon-173,municipality-1,1675970.15,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=22; legal=LOT 14, CON 22; linkage=none"
lotcon-174,municipality-1,1678413.28,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=22; legal=LOT 13, CON 22; linkage=none"
lotcon-175,municipality-1,1205409.30,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=22; legal=LOT 12, CON 22; linkage=none"
lotcon-176,municipality-1,2512546.68,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=22; legal=LOT 11, CON 22; linkage=none"
lotcon-177,municipality-1,699750.77,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 10; concession=23; legal=LOT 10, CON 23; linkage=none"
lotcon-178,municipality-1,826980.28,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 24; concession=23; legal=LOT 24, CON 23; linkage=none"
lotcon-179,municipality-1,1187284.94,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 8; concession=GEORGIAN RANGE; legal=LOT 8, CON GEORGIAN RANGE; linkage=none"
lotcon-180,municipality-1,819275.01,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 4; concession=JONES RANGE; legal=LOT 4, CON JONES RANGE; linkage=none"
lotcon-181,municipality-1,849383.45,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 45; concession=22; legal=LOT 45, CON 22; linkage=none"
lotcon-182,municipality-1,838045.89,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 44; concession=22; legal=LOT 44, CON 22; linkage=none"
lotcon-183,municipality-1,828436.20,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 43; concession=22; legal=LOT 43, CON 22; linkage=none"
lotcon-184,municipality-1,1196644.10,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 9; concession=22; legal=LOT 9, CON 22; linkage=none"
lotcon-185,municipality-1,823595.21,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 42; concession=22; legal=LOT 42, CON 22; linkage=none"
lotcon-186,municipality-1,842700.49,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 41; concession=22; legal=LOT 41, CON 22; linkage=none"
lotcon-187,municipality-1,799873.91,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=JONES RANGE; legal=LOT 3, CON JONES RANGE; linkage=none"
lotcon-188,municipality-1,881444.28,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 40; concession=22; legal=LOT 40, CON 22; linkage=none"
lotcon-189,municipality-1,845752.12,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 39; concession=22; legal=LOT 39, CON 22; linkage=none"
lotcon-190,municipality-1,822450.26,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 38; concession=22; legal=LOT 38, CON 22; linkage=none"
lotcon-191,municipality-1,819164.88,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 37; concession=22; legal=LOT 37, CON 22; linkage=none"
lotcon-192,municipality-1,841798.52,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 36; concession=22; legal=LOT 36, CON 22; linkage=none"
lotcon-193,municipality-1,1170872.74,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 9; concession=GEORGIAN RANGE; legal=LOT 9, CON GEORGIAN RANGE; linkage=none"
lotcon-194,municipality-1,833758.52,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 35; concession=22; legal=LOT 35, CON 22; linkage=none"
lotcon-195,municipality-1,845636.36,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 34; concession=22; legal=LOT 34, CON 22; linkage=none"
lotcon-196,municipality-1,811183.48,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 33; concession=22; legal=LOT 33, CON 22; linkage=none"
lotcon-197,municipality-1,805788.09,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 32; concession=22; legal=LOT 32, CON 22; linkage=none"
lotcon-198,municipality-1,846165.86,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 31; concession=22; legal=LOT 31, CON 22; linkage=none"
lotcon-199,municipality-1,844291.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 29; concession=22; legal=LOT 29, CON 22; linkage=none"
lotcon-200,municipality-1,830578.36,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=22; legal=LOT 28, CON 22; linkage=none"
lotcon-201,municipality-1,797403.80,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=22; legal=LOT 27, CON 22; linkage=none"
lotcon-202,municipality-1,945959.92,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=22; legal=LOT 26, CON 22; linkage=none"
lotcon-203,municipality-1,863055.44,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 25; concession=22; legal=LOT 25, CON 22; linkage=none"
lotcon-204,municipality-1,822987.35,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 24; concession=22; legal=LOT 24, CON 22; linkage=none"
lotcon-205,municipality-1,837228.67,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=22; legal=LOT 23, CON 22; linkage=none"
lotcon-206,municipality-1,789550.30,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 2; concession=JONES RANGE; legal=LOT 2, CON JONES RANGE; linkage=none"
lotcon-207,municipality-1,792709.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 22; concession=22; legal=LOT 22, CON 22; linkage=none"
lotcon-208,municipality-1,904152.09,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 21; concession=22; legal=LOT 21, CON 22; linkage=none"
lotcon-209,municipality-1,894124.74,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 8; concession=22; legal=LOT 8, CON 22; linkage=none"
lotcon-210,municipality-1,851112.16,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 20; concession=22; legal=LOT 20, CON 22; linkage=none"
lotcon-211,municipality-1,802594.28,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 19; concession=22; legal=LOT 19, CON 22; linkage=none"
lotcon-212,municipality-1,881208.27,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=22; legal=LOT 18, CON 22; linkage=none"
lotcon-213,municipality-1,820318.80,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 17; concession=22; legal=LOT 17, CON 22; linkage=none"
